Date/Time,TEST_OFFICE_0:Zone Lights Electricity Energy [J](Hourly),TEST_OFFICE_0:Zone Electric Equipment Electricity Energy [J](Hourly),FAN COIL WITH CONST FAN VAR FLUID FLOW - FAN:Fan Electricity Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electricity Energy [J](Hourly),CHILLER ELECTRIC EIR 1:Chiller Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 2:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 3:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electricity Energy [J](Hourly) 
 03/24  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,873.0747875103211 
 03/24  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,2196.7379054486787 
 03/24  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3421.2810602370346 
 03/24  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,4544.568880393597 
 03/24  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5145.727219494048 
 03/24  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,35037.44920354833 
 03/24  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,24743.529876845678 
 03/24  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,11019.260697222471 
 03/24  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3813.242127730098 
 03/24  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,933.8146144578145 
 03/24  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,457560.20638539904,0.0,0.0,0.0,0.0 
 03/24  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,749701.3810445946,2257.495590826281,171.7468575590085,591921.2050540186,0.0 
 03/24  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,1166647.1583840775,12382.49127547762,814.3731366457694,1183808.6905548165,0.0 
 03/24  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,2296377.478718258,67761.64142020568,3046.034732394952,1183791.359156928,0.0 
 03/24  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,632415.2317945019,2170.8424478611455,79.29212012738272,394592.2670025077,0.0 
 03/24  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,682.2336024131693 
 03/24  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,4162.71344857459 
 03/24  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/24  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,166.53790816265735 
 03/25  05:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,1548.2801733533277 
 03/25  06:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,2769.4059824487517 
 03/25  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,29055.469827467092 
 03/25  08:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,18115.323009109958 
 03/25  09:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,11189.924794900362 
 03/25  10:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,6400.507474938962 
 03/25  11:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,1896.1197936065319 
 03/25  12:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  13:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  14:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,539215.7834469925,4696.987071540004,169.2161260031918,591877.5579565895,0.0 
 03/25  15:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,1957493.9137380652,218289.70739016845,4945.325221674102,1183807.5457333934,0.0 
 03/25  16:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,2377284.0411158246,1007920.2342703931,11746.539346891223,1183934.685812529,0.0 
 03/25  17:00:00,732218.2694011768,1102765.0905829843,1026868.9694648555,2377284.0411158246,1393056.3667970116,15290.716988134913,1183992.7692852167,0.0 
 03/25  18:00:00,244072.75646705893,945227.220499701,1026868.9694648555,404065.47162985057,161392.68981129,1997.1136473463514,1183850.0662196158,0.0 
 03/25  19:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  20:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  21:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  22:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  23:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/25  24:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  05:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  06:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  07:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  08:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  09:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  10:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  11:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  12:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  13:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/26  14:00:00,244072.75646705893,945227.220499701,1026868.9694648555,293492.42492587795,107671.32735563867,1313.912071931389,591938.2290331516,0.0 
 03/26  15:00:00,244072.75646705893,945227.220499701,1026868.9694648555,2138233.9889619513,1222609.0974444868,14618.727187111725,1184313.5138586133,0.0 
 03/26  16:00:00,244072.75646705893,945227.220499701,1026868.9694648555,928921.9321768096,3286659.280615267,38926.96982937369,1184809.2788783112,0.0 
 03/26  17:00:00,244072.75646705893,945227.220499701,1026868.9694648555,566831.4049420557,4277723.101806247,50423.88121109069,1185036.0517501447,0.0 
 03/26  18:00:00,244072.75646705893,945227.220499701,1026868.9694648555,1291012.4594115634,2987256.2661999944,144907.58207002073,938177.3317286803,0.0 
 03/26  19:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,3347039.243214942,268508.2202727287,822946.6698096764,0.0 
 03/26  20:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4277385.174204708,406961.7276029235,1086122.242233286,0.0 
 03/26  21:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4666238.371859681,443956.55515866325,1184819.9337028633,0.0 
 03/26  22:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4426554.58631584,410450.0759787295,1119051.2255533708,0.0 
 03/26  23:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4112898.3023514217,373777.9618591154,1020379.6925642006,0.0 
 03/26  24:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4690465.237135638,443959.7128014872,1184886.7828263023,0.0 
 03/27  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4666238.371859681,443952.7021351056,1184672.8221592866,0.0 
 03/27  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,2333119.1859298404,221971.675441981,592228.9142200518,0.0 
 03/27  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,23472.53442361571 
 03/27  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,15895.35976988132 
 03/27  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5982.269466592925 
 03/27  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3149.5258006883823 
 03/27  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,47.372826475730434 
 03/27  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,213712.55012919838,0.0,0.0,0.0,0.0 
 03/27  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,317763.6456755234,0.0,0.0,0.0,0.0 
 03/27  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,228509.05670403896,0.0,0.0,0.0,0.0 
 03/27  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/27  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,1389.7136789134204 
 03/27  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,4821.873649507003 
 03/27  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,9331.226834878094 
 03/27  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,11566.792112899766 
 03/27  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,0.0 
 03/27  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,145.14261570586393 
 03/28  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,1837.551743742723 
 03/28  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3624.3532319045453 
 03/28  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5171.717246158764 
 03/28  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,6544.663116445517 
 03/28  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,7411.667284049059 
 03/28  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,37518.21845919263 
 03/28  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,26877.946203254927 
 03/28  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,12613.838689537006 
 03/28  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5533.861938754991 
 03/28  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3381.443969919654 
 03/28  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,289.8088637342901 
 03/28  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/28  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,30.679245328781185 
 03/28  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5079.53083157504 
 03/28  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,7177.886954067962 
 03/28  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,11285.572830242865 
 03/28  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,13053.514451676874 
 03/28  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,0.0 
 03/28  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/29  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,723.989896060564 
 03/29  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,2469.905921351834 
 03/29  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,3918.10444107332 
 03/29  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,5157.622215460366 
 03/29  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,6329.499933429814 
 03/29  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,7070.309815770575 
 03/29  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,36924.80728272336 
 03/29  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,22631.73296015753 
 03/29  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,7701.299699958363 
 03/29  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,2119.450086543519 
 03/29  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/29  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/29  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,254301.4271246358,0.0,0.0,0.0,0.0 
 03/29  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,852818.0621396385,0.0,0.0,0.0,0.0 
 03/29  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,2237933.0098555977,129225.7973366707,4411.806081638795,789129.7237157617,0.0 
 03/29  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,2377284.0411158246,1523581.1660047583,17764.374055784974,1183769.48925138,0.0 
 03/29  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,2377284.0411158246,929452.7067602766,7863.646250821662,1183797.450341374,0.0 
 03/29  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,911133.0818812688,2113.4699407246376,17.122164332907307,197294.62513867568,0.0 
 03/29  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,216233.62413882953,0.0,0.0,0.0,0.0 
 03/29  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/29  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,452.9691750103708 
 03/29  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,4043.8416340412336 
 03/29  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/29  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,23919.51012418719 
 03/30  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,12086.712278833973 
 03/30  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,182.596165938213 
 03/30  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 03/30  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,658084.6351321661,87760.83101758786,716.6917013611159,986534.208224614,0.0 
 03/30  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,928921.9321768096,3462879.368973547,261004.22634245746,1118845.4585799235,0.0 
 03/30  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,4307253.293495535,208604.89574151658,1184945.408325585,0.0 
 03/30  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,215424.8473257565,4760895.947492844,120951.1596146,1185122.414936992,0.0 
 03/30  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,300013.97543652,5155802.178562108,225685.51708680455,1185447.3461467891,0.0 
 03/30  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,385050.33321362134,5249405.608260684,205750.81361340874,1185594.3563754528,0.0 
 03/30  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,419620.7600993288,5523298.61489271,366501.0111518774,1185841.182749328,0.0 
 03/30  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,243581.19440413368,4969221.509850302,226651.30734582696,1185623.3077969372,0.0 
 03/30  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,4529656.838786235,185510.56976482295,1185407.3878768384,0.0 
 03/30  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,4747832.158012665,332599.7829375088,1119565.1160557386,0.0 
 03/30  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4610748.785003707,406974.5021353255,1086581.5941317973,784.8464447997628 
 03/30  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4924231.813849044,443969.15012226626,1185213.125101556,3851.9372549150144 
 03/30  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4796719.484448171,443965.435541683,1185026.3756684903,0.0 
 03/30  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4666238.371859681,443961.1269184092,1184939.5293879765,0.0 
 03/31  01:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4070087.4297790388,374232.08191173675,1020335.784670915,0.0 
 03/31  02:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,3688769.7565042437,300778.2402748475,921566.8876415531,0.0 
 03/31  03:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,3176157.8430469786,271650.96181574906,789906.8690710075,0.0 
 03/31  04:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,2763482.822041682,233914.17771855814,691142.9128999244,0.0 
 03/31  05:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,2367522.8078163173,195764.78445223672,592397.8214944908,0.0 
 03/31  06:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,2380791.8860099586,181492.94258214964,592384.5563693005,0.0 
 03/31  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,4561026.010585954,429480.3247696713,1156592.5140362186,19867.81773371506 
 03/31  08:00:00,1464436.5388023537,1260302.960666268,1026868.9694648555,204740.87770730196,4711885.199100345,443962.9255179046,1184914.3296598934,14091.06053043688 
 03/31  09:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4874169.916277546,443967.703055258,1185172.8742602519,4913.402047455478 
 03/31  10:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4571306.899936652,228551.07715790844,1135975.532519917,1614.1974923372125 
 03/31  11:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4715397.559870433,299557.8251776715,1185764.4496053155,239.12526180194004 
 03/31  12:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4666238.371859681,443959.54525675724,1186177.9097231256,0.0 
 03/31  13:00:00,4393309.616407061,2520605.921332536,1026868.9694648555,204740.87770730196,4745244.005218176,443962.56950964977,1186509.7512571528,0.0 
 03/31  14:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4866659.525485541,443964.8112339532,1186686.6970015166,0.0 
 03/31  15:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4863090.943372213,445972.684358446,1186571.5950949204,0.0 
 03/31  16:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,4749730.081286604,444386.8989439413,1186218.1270058483,0.0 
 03/31  17:00:00,4393309.616407061,2835681.661499103,1026868.9694648555,204740.87770730196,5030420.678962771,443979.5504900275,1185837.5497005393,0.0 
 03/31  18:00:00,3417018.5905388244,2520605.921332536,1026868.9694648555,204740.87770730196,5032432.400404492,443974.4229199231,1185393.409624228,0.0 
 03/31  19:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,4678745.760262141,443959.9090132236,1184842.9489575936,4178.458110511179 
 03/31  20:00:00,2440727.5646705893,1890454.440999402,1026868.9694648555,204740.87770730196,4666238.371859681,443956.2599844736,1184678.9395267938,6696.8092710513765 
 03/31  21:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4677118.0531296395,443960.1839884499,1184817.2121616143,9781.045935891942 
 03/31  22:00:00,1464436.5388023537,1575378.7008328347,1026868.9694648555,204740.87770730196,4788834.308183704,443965.2213637716,1185067.1024459754,10231.830749445953 
 03/31  23:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,4797657.61985971,443965.48285740375,1185055.160217116,0.0 
 03/31  24:00:00,244072.75646705893,1260302.960666268,1026868.9694648555,204740.87770730196,4683933.405914724,443961.12393796304,1184887.5741303219,0.0 
 04/01  01:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,4666238.371859681,443950.8774659379,1184610.7646377827,0.0 
 04/01  02:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,1555412.7906198937,147981.755205024,394799.0286030085,0.0 
 04/01  03:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 04/01  04:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,0.0 
 04/01  05:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,146.85002513770482 
 04/01  06:00:00,244072.75646705893,945227.220499701,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,1159.809737457953 
 04/01  07:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730193,0.0,0.0,0.0,28447.88554366666 
 04/01  08:00:00,488145.51293411787,1260302.960666268,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,22142.56543351126 
 04/01  09:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,0.0,0.0,0.0,15463.375963662622 
 04/01  10:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,777706.3953099468,73990.45381577998,197383.70022541028,13877.504868317394 
 04/01  11:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,4666238.371859681,443943.98276357225,1184336.5302661948,17317.53652938919 
 04/01  12:00:00,2440727.5646705893,1575378.7008328347,1026868.9694648555,204740.87770730196,4666238.371859681,443946.29079106107,1184448.0606804,15952.576658495202 
