Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 10/29  14:00:00,141313328.50353816,116664338.06662591 
 10/29  15:00:00,147453219.53724298,120108450.43338886 
 10/29  16:00:00,178012942.84673083,165042778.16271085 
 10/29  17:00:00,220161037.13186294,214001190.23092356 
 10/29  18:00:00,244373537.05266032,244373537.0526603 
 10/29  19:00:00,230213178.2761197,230213178.27611974 
 10/29  20:00:00,223344416.0508632,223344416.0508635 
 10/29  21:00:00,235090973.8131831,235090973.8131834 
 10/29  22:00:00,210842539.4793473,210842539.47934762 
 10/29  23:00:00,176705217.46314487,176705217.46314514 
 10/29  24:00:00,148031282.61925742,148031282.61925754 
 10/30  01:00:00,138127972.03706464,138127972.03706464 
 10/30  02:00:00,132639023.36569375,132639023.3656937 
 10/30  03:00:00,129919328.69308946,129919328.69308943 
 10/30  04:00:00,130693276.6416442,130693276.64164415 
 10/30  05:00:00,145083780.87585312,145083780.87585327 
 10/30  06:00:00,174848235.18002382,174848235.18002412 
 10/30  07:00:00,181785990.09428918,181623426.75086746 
 10/30  08:00:00,177373995.60345903,173934628.9057956 
 10/30  09:00:00,163653236.0144722,154567367.13846642 
 10/30  10:00:00,160863153.17402682,145740923.65126443 
 10/30  11:00:00,164037859.56488413,141160492.26081517 
 10/30  12:00:00,151132307.19128412,115895440.85685009 
 10/30  13:00:00,145622709.6503315,119993998.39357933 
 10/30  14:00:00,142631066.31580436,117595572.6561946 
 10/30  15:00:00,158899599.33467117,130744588.36463934 
 10/30  16:00:00,196539462.95838743,180393398.08188194 
 10/30  17:00:00,239089638.11254692,235228313.8007991 
 10/30  18:00:00,244373537.05266032,244373537.0526603 
 10/30  19:00:00,230213178.2761197,230213178.27611974 
 10/30  20:00:00,223344416.0508632,223344416.0508635 
 10/30  21:00:00,209211790.3751141,209211790.37511444 
 10/30  22:00:00,192713663.59686312,192713663.5968634 
 10/30  23:00:00,188801346.67890635,188801346.67890665 
 10/30  24:00:00,161807457.3718143,161807457.37181446 
 10/31  01:00:00,150843123.63739502,150843123.63739517 
 10/31  02:00:00,144613168.75242695,144613168.75242692 
 10/31  03:00:00,139646904.04209563,139646904.04209557 
 10/31  04:00:00,138608438.66238427,138608438.66238424 
 10/31  05:00:00,152300262.09670603,152300262.09670615 
 10/31  06:00:00,182156553.78809345,182156553.7880938 
 10/31  07:00:00,189171053.35959345,189031590.37813348 
 10/31  08:00:00,186655294.16171822,182449383.86310437 
 10/31  09:00:00,164824634.60762772,146111588.9132548 
 10/31  10:00:00,153614748.19887123,121705431.24098554 
 10/31  11:00:00,162028985.95535305,131459298.55235521 
 10/31  12:00:00,158165927.13270342,134174409.31786898 
 10/31  13:00:00,156964005.5909811,130246559.41771549 
 10/31  14:00:00,174101596.17434487,140657378.7235199 
 10/31  15:00:00,175735387.75624985,155434536.1703532 
 10/31  16:00:00,214675342.4723186,199994933.62181443 
 10/31  17:00:00,240834501.7801305,237178823.88027918 
 10/31  18:00:00,244373537.05266032,244373537.0526603 
 10/31  19:00:00,267048738.16784906,267048738.16784906 
 10/31  20:00:00,309001235.4078186,309001235.4078187 
 10/31  21:00:00,282273400.2073943,282273400.2073946 
 10/31  22:00:00,242867249.3860391,242867249.38603944 
 10/31  23:00:00,208921274.26535273,208921274.2653529 
 10/31  24:00:00,178491217.9815175,178491217.98151764 
 11/01  01:00:00,168392079.224734,168392079.2247341 
 11/01  02:00:00,163981282.29308254,163981282.29308265 
 11/01  03:00:00,164889142.61020097,164889142.6102011 
 11/01  04:00:00,168060181.25135022,168060181.25135037 
 11/01  05:00:00,185315003.00817004,185315003.00817016 
 11/01  06:00:00,157451852.95377412,157451852.95377445 
 11/01  07:00:00,161705255.6979135,161547032.73361462 
 11/01  08:00:00,159730730.35138077,156928955.60833442 
 11/01  09:00:00,154994705.95258957,145654492.0921501 
 11/01  10:00:00,150734187.92425925,134138886.2362005 
 11/01  11:00:00,152439098.40822434,131937940.14858416 
 11/01  12:00:00,149175049.21833706,132695023.5670284 
 11/01  13:00:00,145622709.6503315,121026955.78649193 
 11/01  14:00:00,142631066.31580436,126738559.72686142 
 11/01  15:00:00,165064365.45025128,145616754.4595113 
 11/01  16:00:00,189933107.11861765,182212823.60604605 
 11/01  17:00:00,237560574.38911915,234161281.86074132 
 11/01  18:00:00,244373537.05266032,244373537.0526603 
 11/01  19:00:00,230213178.2761197,230213178.27611974 
 11/01  20:00:00,223344416.0508632,223344416.0508635 
 11/01  21:00:00,209211790.3751141,209211790.37511444 
 11/01  22:00:00,190753596.4509185,190753596.4509188 
 11/01  23:00:00,186452258.5553415,186452258.55534178 
 11/01  24:00:00,159135734.37967426,159135734.37967432 
 11/02  01:00:00,147611052.32052878,147611052.32052892 
 11/02  02:00:00,140911111.39026552,140911111.3902655 
 11/02  03:00:00,137958528.52127123,137958528.5212712 
 11/02  04:00:00,138346592.03191188,138346592.03191185 
 11/02  05:00:00,153430029.98351908,153430029.98351917 
 11/02  06:00:00,157896266.89957613,157896266.89957646 
 11/02  07:00:00,161705255.6979135,161705255.69791383 
 11/02  08:00:00,159730730.35138077,159125656.07215786 
 11/02  09:00:00,154994705.95258957,152551081.14124873 
 11/02  10:00:00,150734187.92425925,146309208.49006122 
 11/02  11:00:00,152439098.40822434,146319724.94311696 
 11/02  12:00:00,149175049.21833706,141960964.0640694 
 11/02  13:00:00,145622709.6503315,138159290.42852914 
 11/02  14:00:00,142631066.31580436,135741691.09897655 
 11/02  15:00:00,150061278.59462768,144512159.8539045 
 11/02  16:00:00,180627094.02761248,176897391.08154798 
 11/02  17:00:00,220406720.83882302,218664042.31235567 
 11/02  18:00:00,248993228.70362145,248993228.7036214 
 11/02  19:00:00,240403527.3366322,240403527.3366323 
 11/02  20:00:00,233376437.93779135,233376437.93779168 
 11/02  21:00:00,219279404.89367107,219279404.8936714 
 11/02  22:00:00,188142583.29718766,188142583.29718795 
 11/02  23:00:00,160594579.4003724,160594579.40037262 
 11/02  24:00:00,137903445.81996965,137903445.8199698 
 11/03  01:00:00,131509682.19371969,131509682.19371966 
 11/03  02:00:00,128391379.6042071,128391379.60420707 
 11/03  03:00:00,126959705.30391458,126959705.30391456 
 11/03  04:00:00,128590524.63376306,128590524.63376305 
 11/03  05:00:00,142539179.50695857,142539179.50695866 
 11/03  06:00:00,168741481.73027942,168741481.7302797 
 11/03  07:00:00,172791715.01221123,172732306.29507914 
 11/03  08:00:00,171656416.56866872,170234911.86234567 
 11/03  09:00:00,164507763.92581147,159701416.77602184 
 11/03  10:00:00,159575520.8567099,151174626.8385936 
 11/03  11:00:00,152439098.40822434,140953029.38223448 
 11/03  12:00:00,149175049.21833706,135757844.3976775 
 11/03  13:00:00,147036831.48806795,133162951.79135717 
 11/03  14:00:00,142631066.31580436,129828261.88793536 
 11/03  15:00:00,150061278.59462768,139713875.08147702 
 11/03  16:00:00,180627094.02761248,173593899.00879574 
 11/03  17:00:00,220406720.83882302,217034815.69923332 
 11/03  18:00:00,244373537.05266032,244373537.0526603 
 11/03  19:00:00,230213178.2761197,230213178.27611974 
 11/03  20:00:00,223344416.0508632,223344416.0508635 
 11/03  21:00:00,209211790.3751141,209211790.37511444 
 11/03  22:00:00,179682473.56508732,179682473.5650876 
 11/03  23:00:00,157984984.99136817,157984984.99136847 
 11/03  24:00:00,136540388.2266678,136540388.22666788 
 11/04  01:00:00,129829533.13169512,129829533.13169506 
 11/04  02:00:00,126551869.1231952,126551869.12319514 
 11/04  03:00:00,125204042.11307268,125204042.11307265 
 11/04  04:00:00,126892218.6928112,126892218.69281118 
 11/04  05:00:00,140621973.30087018,140621973.3008703 
 11/04  06:00:00,166850807.34872273,166850807.34872308 
 11/04  07:00:00,170750845.82758972,170683321.73437265 
 11/04  08:00:00,166399136.9729173,164897934.5058421 
 11/04  09:00:00,157048923.83637497,152014525.54357484 
 11/04  10:00:00,148125644.37791306,139330734.00789806 
 11/04  11:00:00,149830066.1919056,137840479.7539896 
 11/04  12:00:00,148125644.37791306,134128798.00331384 
 11/04  13:00:00,143015610.08117756,128516237.64280012 
 11/04  14:00:00,141313328.50353816,127904297.80200262 
 11/04  15:00:00,147453219.53724298,136556928.76993898 
 11/04  16:00:00,178012942.84673083,170599985.71935666 
 11/04  17:00:00,223795225.13186294,220574906.368155 
 11/04  18:00:00,244373537.05266032,244373537.0526603 
 11/04  19:00:00,230213178.2761197,230213178.27611974 
 11/04  20:00:00,223344416.0508632,223344416.0508635 
 11/04  21:00:00,209211790.3751141,209211790.37511444 
 11/04  22:00:00,178962244.03439465,178962244.03439492 
 11/04  23:00:00,157847492.9102907,157847492.910291 
 11/04  24:00:00,136044548.62588876,136044548.62588888 
 11/05  01:00:00,129172404.83077383,129172404.8307738 
 11/05  02:00:00,125754132.48230857,125754132.48230854 
 11/05  03:00:00,124059427.32189967,124059427.32189962 
 11/05  04:00:00,125452154.30591004,125452154.30590999 
 11/05  05:00:00,139485238.01505998,139485238.01506013 
 11/05  06:00:00,158438311.3822347,158438311.38223502 
 11/05  07:00:00,161462601.82339376,161462601.8233941 
 11/05  08:00:00,157123615.50820395,157082094.7260101 
 11/05  09:00:00,152387117.45746666,151790721.3659273 
 11/05  10:00:00,148125644.37791306,146844365.55379093 
 11/05  11:00:00,149830066.1919056,147983009.6326366 
 11/05  12:00:00,148125644.37791306,145884407.7246245 
 11/05  13:00:00,143015610.08117756,140710609.95590514 
 11/05  14:00:00,141313328.50353816,139184139.5574113 
 11/05  15:00:00,147453219.53724298,145826789.81916806 
 11/05  16:00:00,178012942.84673083,177016785.3140564 
 11/05  17:00:00,223795225.13186294,223454702.9173253 
 11/05  18:00:00,248169238.51709932,248169238.51709926 
 11/05  19:00:00,240511005.17272586,240511005.17272595 
 11/05  20:00:00,233692639.15279052,233692639.15279084 
 11/05  21:00:00,219572997.5785966,219572997.5785969 
 11/05  22:00:00,188881584.66784874,188881584.66784903 
 11/05  23:00:00,161833643.54635757,161833643.54635787 
 11/05  24:00:00,139546590.65536463,139546590.65536475 
 11/06  01:00:00,139924735.1566806,139924735.15668076 
 11/06  02:00:00,134119581.88907003,134119581.88906997 
 11/06  03:00:00,131598691.08773811,131598691.08773805 
 11/06  04:00:00,131125117.72186135,131125117.7218613 
 11/06  05:00:00,134457044.23305574,134457044.2330557 
 11/06  06:00:00,148644436.30743095,148644436.3074311 
 11/06  07:00:00,154098925.97621167,154085425.47531164 
 11/06  08:00:00,170529592.3152729,167818577.17170772 
 11/06  09:00:00,170299219.1672324,153989487.80325818 
 11/06  10:00:00,164061667.5414488,136235658.30476558 
 11/06  11:00:00,159401342.60195887,134765622.55331907 
 11/06  12:00:00,154580677.61557496,117980062.76396753 
 11/06  13:00:00,149175049.21833706,121196784.97403882 
 11/06  14:00:00,151628881.88696283,125952954.61505689 
 11/06  15:00:00,153698427.02378345,132248969.9295061 
 11/06  16:00:00,161250917.68431804,148885147.77060902 
 11/06  17:00:00,187598583.21469355,185311114.35345483 
 11/06  18:00:00,243395108.73393542,243395108.73393536 
 11/06  19:00:00,272077591.55961573,272077591.55961573 
 11/06  20:00:00,250633489.81068826,250633489.81068832 
 11/06  21:00:00,240017278.9967891,240017278.9967894 
 11/06  22:00:00,223135311.9272321,223135311.92723238 
 11/06  23:00:00,189244254.12660283,189244254.12660313 
 11/06  24:00:00,159214385.4028607,159214385.40286097 
 11/07  01:00:00,131654444.74938259,131654444.74938269 
 11/07  02:00:00,129409056.20282976,129409056.20282975 
 11/07  03:00:00,126216959.10819767,126216959.10819766 
 11/07  04:00:00,124636467.11374772,124636467.11374769 
 11/07  05:00:00,126117453.54376736,126117453.54376733 
 11/07  06:00:00,140050215.7135697,140050215.71356985 
 11/07  07:00:00,148375562.7930615,148255452.4229048 
 11/07  08:00:00,167603487.99494812,165120257.28984925 
 11/07  09:00:00,165577412.5261066,158923365.3071699 
 11/07  10:00:00,154994705.95258957,141333464.9403457 
 11/07  11:00:00,150734187.92425925,121713106.38988414 
 11/07  12:00:00,152439098.40822434,116738438.04413107 
 11/07  13:00:00,158999531.89112908,124505760.18667604 
 11/07  14:00:00,156110554.5929219,133751838.25949466 
 11/07  15:00:00,155734945.60378492,129243709.34676626 
 11/07  16:00:00,160866744.29864696,150261400.93718693 
 11/07  17:00:00,194030627.21091527,189950023.6052875 
 11/07  18:00:00,252010615.26133764,252010615.26133752 
 11/07  19:00:00,244373537.05266032,244373537.0526603 
 11/07  20:00:00,241892371.15637296,241892371.15637302 
 11/07  21:00:00,256416603.03988492,256416603.0398851 
 11/07  22:00:00,242574509.21271047,242574509.21271077 
 11/07  23:00:00,203591821.44215873,203591821.44215906 
 11/07  24:00:00,169167205.46537092,169167205.4653712 
 11/08  01:00:00,141950773.5517813,141950773.55178145 
 11/08  02:00:00,134078893.87539233,134078893.87539232 
 11/08  03:00:00,130724251.78368555,130724251.7836855 
 11/08  04:00:00,129310439.09706119,129310439.09706114 
 11/08  05:00:00,130818278.07184485,130818278.07184482 
 11/08  06:00:00,146154803.64254388,146154803.64254403 
 11/08  07:00:00,141127219.57418135,140920545.71421978 
 11/08  08:00:00,158071067.69791353,155097078.81216982 
 11/08  09:00:00,159730730.35138077,153395472.660814 
 11/08  10:00:00,154994705.95258957,140234896.1103411 
 11/08  11:00:00,150734187.92425925,117783484.63223648 
 11/08  12:00:00,152439098.40822434,132901388.87661137 
 11/08  13:00:00,149175049.21833706,131091515.19747747 
 11/08  14:00:00,145622709.6503315,124372784.33842209 
 11/08  15:00:00,142631066.31580436,111787762.22645311 
 11/08  16:00:00,150061278.59462768,139034459.86325 
 11/08  17:00:00,184261282.02761248,179053688.79929513 
 11/08  18:00:00,242211848.83882302,242211848.83882293 
 11/08  19:00:00,244373537.05266032,244373537.0526603 
 11/08  20:00:00,230213178.2761197,230213178.27611974 
 11/08  21:00:00,223344416.0508632,223344416.0508635 
 11/08  22:00:00,209211790.3751141,209211790.37511444 
 11/08  23:00:00,180575396.14635813,180575396.14635843 
 11/08  24:00:00,158807583.51873395,158807583.51873425 
 11/09  01:00:00,136101391.11911944,136101391.11911958 
 11/09  02:00:00,129242481.02703178,129242481.02703175 
 11/09  03:00:00,125855456.94005309,125855456.94005305 
 11/09  04:00:00,124189741.15850723,124189741.15850718 
 11/09  05:00:00,125600877.54036452,125600877.54036449 
 11/09  06:00:00,139923422.22722957,139923422.22722968 
 11/09  07:00:00,154843949.64954242,154741230.6585642 
 11/09  08:00:00,172665277.11563566,170647968.34794056 
 11/09  09:00:00,171172799.96949717,164536346.3314565 
 11/09  10:00:00,154994705.95258957,138678687.9861067 
 11/09  11:00:00,150734187.92425925,134456370.9527598 
 11/09  12:00:00,152439098.40822434,125060190.78584215 
 11/09  13:00:00,149175049.21833706,129221934.409858 
 11/09  14:00:00,145622709.6503315,118302485.97781296 
 11/09  15:00:00,142631066.31580436,127383626.78796235 
 11/09  16:00:00,150061278.59462768,134420607.20199353 
 11/09  17:00:00,184261282.02761248,179881361.80586672 
 11/09  18:00:00,266660852.47464246,266660852.47464237 
 11/09  19:00:00,269601203.36502546,269601203.3650254 
 11/09  20:00:00,251933626.47687128,251933626.47687134 
 11/09  21:00:00,241690589.58688414,241690589.58688438 
 11/09  22:00:00,225151664.0620451,225151664.06204545 
 11/09  23:00:00,191061325.56704476,191061325.56704506 
 11/09  24:00:00,160938223.47117805,160938223.47117835 
 11/10  01:00:00,136021473.1066891,136021473.1066892 
 11/10  02:00:00,129206527.36757693,129206527.36757688 
 11/10  03:00:00,125924858.97613153,125924858.9761315 
 11/10  04:00:00,124312658.14410943,124312658.14410943 
 11/10  05:00:00,125958447.93382956,125958447.93382952 
 11/10  06:00:00,140070423.88091075,140070423.88091087 
 11/10  07:00:00,152267768.1699142,152227263.96119216 
 11/10  08:00:00,169565832.33011562,167354185.91941407 
 11/10  09:00:00,170080011.0865172,162007685.9492305 
 11/10  10:00:00,154994705.95258957,135666299.67698017 
 11/10  11:00:00,150734187.92425925,122351378.30533901 
 11/10  12:00:00,155535926.44971386,121478225.94580033 
 11/10  13:00:00,161324203.2478921,125326998.36926925 
 11/10  14:00:00,164913347.12583855,133431307.64611316 
 11/10  15:00:00,167703327.3268177,144453142.35720405 
 11/10  16:00:00,173647802.2405916,161273395.42745802 
 11/10  17:00:00,197418540.18460354,195494406.38740367 
 11/10  18:00:00,257759745.6189041,257759745.61890402 
 11/10  19:00:00,244373537.05266032,244373537.0526603 
 11/10  20:00:00,252864704.6989634,252864704.69896343 
 11/10  21:00:00,283650514.02669066,283650514.02669096 
 11/10  22:00:00,258380428.28420246,258380428.28420278 
 11/10  23:00:00,218377630.71328387,218377630.71328422 
 11/10  24:00:00,183055309.55680907,183055309.55680934 
 11/11  01:00:00,153063660.43332303,153063660.43332317 
 11/11  02:00:00,142079844.1794649,142079844.17946494 
 11/11  03:00:00,136804659.28244478,136804659.28244472 
 11/11  04:00:00,133538319.2166257,133538319.2166257 
 11/11  05:00:00,133041304.83275151,133041304.83275148 
 11/11  06:00:00,147116612.9678894,147116612.96788952 
 11/11  07:00:00,163282034.86525822,163044520.14803216 
 11/11  08:00:00,186841815.06618387,182044095.49103546 
 11/11  09:00:00,202998452.3210266,187781855.36537552 
 11/11  10:00:00,197085608.2476387,184950378.79801485 
 11/11  11:00:00,202547771.3282921,182137102.04298276 
 11/11  12:00:00,244104602.31443873,203504971.17108217 
 11/11  13:00:00,162534270.0779123,141893757.88375193 
 11/11  14:00:00,143015610.08117756,126311405.96489212 
 11/11  15:00:00,141313328.50353816,127681385.02263315 
