Date/Time,TEST_OFFICE_0:Zone Lights Electricity Energy [J](Hourly),TEST_OFFICE_0:Zone Electric Equipment Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT FAN:Fan Electricity Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electricity Energy [J](Hourly),PARALLEL PIU ELEC RHT COIL:Heating Coil Electricity Energy [J](Hourly),CHILLER ELECTRIC EIR 1:Chiller Electricity Energy [J](Hourly),BOILER HOT WATER 1:Boiler NaturalGas Energy [J](Hourly),PUMP VARIABLE SPEED 2:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 3:Pump Electricity Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electricity Energy [J](Hourly) 
 07/13  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,24358.4984013257,0.0,663.0473639530194,632411.874998671,0.0 
 07/13  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,2298.605727012627,0.0,63.10296077338724,210800.60787804503,0.0 
 07/13  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,65463.75465370962,0.0,1823.6797737713632,632423.2371328392,0.0 
 07/13  06:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,178343.10273986662,0.0,4957.766587265941,632480.3412582383,0.0 
 07/13  07:00:00,488145.51293411787,1260302.960666268,552341.0911542181,110785.63290393612,1644959.1487751289,282754.6549892957,0.0,7317.603316642278,632534.9838389793,0.0 
 07/13  08:00:00,1464436.5388023537,1260302.960666268,0.0,110785.63290393612,0.0,402829.6411956367,0.0,9263.709150825081,632595.8511302139,0.0 
 07/13  09:00:00,4393309.616407061,2835681.661499103,0.0,141681.76306366076,0.0,1492618.530660465,0.0,29683.758022481896,632745.3732825657,0.0 
 07/13  10:00:00,4393309.616407061,2835681.661499103,0.0,166024.52156618243,0.0,2386980.121498205,0.0,46391.00903509117,632938.6301482876,0.0 
 07/13  11:00:00,4393309.616407061,2835681.661499103,0.0,188480.87635826773,0.0,2493508.2946205814,0.0,59007.97657803163,633027.6955628175,0.0 
 07/13  12:00:00,4393309.616407061,2835681.661499103,0.0,208247.1757344345,0.0,2493508.2946205814,0.0,69174.75524313336,633064.0668566471,0.0 
 07/13  13:00:00,4393309.616407061,2520605.921332536,0.0,217255.77599858466,0.0,2493508.2946205814,0.0,75374.87072921617,633098.6667283206,0.0 
 07/13  14:00:00,4393309.616407061,2835681.661499103,0.0,284819.1484149849,0.0,2581627.193393464,0.0,91923.2445586122,633123.327522191,0.0 
 07/13  15:00:00,4393309.616407061,2835681.661499103,0.0,352732.5665409679,0.0,2618256.2918936657,0.0,99219.59157952483,633087.6928919929,0.0 
 07/13  16:00:00,4393309.616407061,2835681.661499103,0.0,410188.62087867566,0.0,2598922.00616201,0.0,101098.79936898158,633033.6226385443,0.0 
 07/13  17:00:00,4393309.616407061,2835681.661499103,0.0,429052.635226684,0.0,2510943.2459380976,0.0,92284.68093637704,632953.9648387722,0.0 
 07/13  18:00:00,3417018.5905388244,2520605.921332536,0.0,340475.29579973797,0.0,2493508.2946205814,0.0,68748.1099783582,632871.9464091265,0.0 
 07/13  19:00:00,2440727.5646705893,1890454.440999402,0.0,224279.26645762246,0.0,1991621.2940978555,0.0,41077.4079938134,632742.6486212192,0.0 
 07/13  20:00:00,2440727.5646705893,1890454.440999402,0.0,157464.95743158247,0.0,974117.4388365608,0.0,21113.93402314876,632595.6798338294,0.0 
 07/13  21:00:00,1464436.5388023537,1575378.7008328347,0.0,118521.60434780424,0.0,340623.16239217925,0.0,7697.838612770376,632536.713503805,0.0 
 07/13  22:00:00,1464436.5388023537,1575378.7008328347,690426.3639427726,112736.63577028466,0.0,173549.6530090464,0.0,4093.0424538579414,632497.318788872,0.0 
 07/13  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,106999.0839265851,0.0,2626.34662855278,632476.0642048494,0.0 
 07/13  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,89138.27912757944,0.0,2251.856371398359,632468.4698761365,0.0 
 07/14  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,70006.91375688581,0.0,1809.242260292191,632460.8307242399,0.0 
 07/14  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,32850.532862111344,0.0,862.5261277092283,632444.7165270124,0.0 
 07/14  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,1071.5834242365713,0.0,28.32778127347626,105405.37792777468,0.0 
 07/14  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,19427.131391250383,0.0,515.6998756381445,316219.8903271832,0.0 
 07/14  06:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,123046.39358742212,0.0,3278.924365665726,632482.7049883165,0.0 
 07/14  07:00:00,488145.51293411787,1260302.960666268,834265.1897641836,110785.63290393612,3111018.3306413507,223968.7276042989,0.0,5703.050464179287,632535.9368121765,0.0 
 07/14  08:00:00,1464436.5388023537,1260302.960666268,172606.59098569315,110785.63290393612,0.0,349280.01794234774,0.0,8002.684900152955,632598.9833263692,0.0 
 07/14  09:00:00,4393309.616407061,2835681.661499103,0.0,134593.7914390277,0.0,1227974.5558591227,0.0,23877.155207736934,632734.7773172644,0.0 
 07/14  10:00:00,4393309.616407061,2835681.661499103,0.0,159050.40101497286,0.0,2277001.0909113805,0.0,41168.28100516785,632945.9617970965,0.0 
 07/14  11:00:00,4393309.616407061,2835681.661499103,0.0,181881.77330313603,0.0,2493508.2946205814,0.0,56155.249156064805,633066.7291490696,0.0 
 07/14  12:00:00,4393309.616407061,2835681.661499103,0.0,207137.3041730423,0.0,2494423.5651919004,0.0,70358.91674642984,633149.3671956075,0.0 
 07/14  13:00:00,4393309.616407061,2520605.921332536,0.0,224532.746346783,0.0,2586912.034026496,0.0,81853.89890084654,633260.3810006408,0.0 
 07/14  14:00:00,4393309.616407061,2835681.661499103,0.0,311342.03454184736,0.0,2902087.713045256,0.0,108578.68584528302,633390.2938305357,0.0 
 07/14  15:00:00,4393309.616407061,2835681.661499103,0.0,407228.83274341124,0.0,3114543.1605430725,0.0,128166.97423671719,633432.0821719358,0.0 
 07/14  16:00:00,4393309.616407061,2835681.661499103,0.0,496005.230556511,0.0,3265812.0089045567,0.0,142922.68091747785,633452.7963249545,0.0 
 07/14  17:00:00,4393309.616407061,2835681.661499103,0.0,529756.2261813029,0.0,3119551.106445345,0.0,138031.35494068847,633335.6753544385,0.0 
 07/14  18:00:00,3417018.5905388244,2520605.921332536,0.0,410225.9767507139,0.0,2661458.103503125,0.0,104806.87685281615,633091.309086509,0.0 
 07/14  19:00:00,2440727.5646705893,1890454.440999402,0.0,252641.7406757082,0.0,2493508.2946205814,0.0,63672.29776291658,632917.2282218377,0.0 
 07/14  20:00:00,2440727.5646705893,1890454.440999402,0.0,174695.91469261367,0.0,1746940.7486715764,0.0,35291.29377494641,632744.4399375329,0.0 
 07/14  21:00:00,1464436.5388023537,1575378.7008328347,0.0,127466.71953176407,0.0,689850.3400522266,0.0,14373.566857710992,632598.777393296,0.0 
 07/14  22:00:00,1464436.5388023537,1575378.7008328347,0.0,115158.64304757549,0.0,299085.00370944757,0.0,6487.8636552755615,632546.833344667,0.0 
 07/14  23:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,173709.68247983945,0.0,3926.8142227249537,632521.241070356,0.0 
 07/14  24:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,150132.65713590162,0.0,3495.786365947114,632509.5912327719,0.0 
 07/15  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,126715.08708897253,0.0,3031.182152256859,632498.6579825507,0.0 
 07/15  02:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,116579.9698453004,0.0,2853.832549021759,632491.1104541037,0.0 
 07/15  03:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,115204.8349499757,0.0,2877.8819227422014,632487.6787391584,0.0 
 07/15  04:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,114708.61314601824,0.0,2912.64068052547,632483.5117319837,0.0 
 07/15  05:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,136094.86114231806,0.0,3495.614843959701,632492.2721509249,0.0 
 07/15  06:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,167859.16217964108,0.0,4272.728514620136,632510.1410483192,0.0 
 07/15  07:00:00,488145.51293411787,1260302.960666268,834265.1897641836,110785.63290393612,3858737.168112317,202235.38809038338,0.0,5018.8654207819945,632528.5945770103,0.0 
 07/15  08:00:00,488145.51293411787,1260302.960666268,1035639.5459141589,110785.63290393612,386626.3740041771,265556.7314964727,0.0,6262.078105962853,632565.7408439881,0.0 
 07/15  09:00:00,2440727.5646705893,1575378.7008328347,0.0,110785.63290393612,0.0,360279.3943067984,0.0,7793.16856537507,632614.4371072307,0.0 
 07/15  10:00:00,2440727.5646705893,1575378.7008328347,172606.59098569315,116958.17695784524,0.0,661762.8223444487,0.0,12869.769471650667,632683.2049428679,0.0 
 07/15  11:00:00,2440727.5646705893,1575378.7008328347,0.0,128877.6201903978,0.0,1284491.7268108726,0.0,22404.80147508376,632830.1570778447,0.0 
 07/15  12:00:00,2440727.5646705893,1575378.7008328347,0.0,140815.27283420583,0.0,2105095.1420077076,0.0,33599.0528432254,633019.473028275,0.0 
 07/15  13:00:00,2440727.5646705893,1575378.7008328347,0.0,155819.72719343452,0.0,2493508.2946205814,0.0,46853.11428301782,633161.1830606073,0.0 
 07/15  14:00:00,2440727.5646705893,1575378.7008328347,0.0,186461.79368301592,0.0,2493508.2946205814,0.0,60961.798195260344,633183.2815009677,0.0 
 07/15  15:00:00,732218.2694011768,1102765.0905829843,0.0,179429.7441134347,0.0,2493508.2946205814,0.0,54913.1759735051,633135.9276822121,0.0 
 07/15  16:00:00,732218.2694011768,1102765.0905829843,0.0,194046.5940094023,0.0,2493508.2946205814,0.0,56499.45894950977,633085.5835595729,0.0 
 07/15  17:00:00,732218.2694011768,1102765.0905829843,0.0,185871.22035057563,0.0,2493508.2946205814,0.0,48887.580592521525,633018.7452471972,0.0 
 07/15  18:00:00,244072.75646705893,945227.220499701,0.0,152782.81383613567,0.0,1841644.8770787274,0.0,32296.945661494494,632875.9502578112,0.0 
 07/15  19:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,482713.4375036426,0.0,8853.075537617611,632653.6517550609,0.0 
 07/15  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,397711.76239091094,0.0,7662.8642459733,632608.2901094366,0.0 
 07/15  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,336752.49508142174,0.0,6809.227952349438,632580.4266563441,0.0 
 07/15  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,274695.70897001756,0.0,5826.125494391183,632552.106689599,0.0 
 07/15  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,217998.02004490868,0.0,4833.0223835051775,632531.5173440292,0.0 
 07/15  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,177897.38069026615,0.0,4083.403433856137,632516.9636569732,0.0 
 07/16  01:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,136913.42363774922,0.0,3236.649739388186,632502.1355775099,0.0 
 07/16  02:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,128460.09920246061,0.0,3112.479372033875,632499.4940624451,0.0 
 07/16  03:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,145405.00915617112,0.0,3561.8415800872426,632510.9420730822,0.0 
 07/16  04:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,163974.10752648916,0.0,4000.4624267745776,632521.6199052735,0.0 
 07/16  05:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,213140.4970979061,0.0,5120.581209947521,632536.2979846144,0.0 
 07/16  06:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,287406.54112030205,0.0,6655.282415426793,632564.1137795753,0.0 
 07/16  07:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,368460.5257846189,0.0,8096.41512740666,632588.8965474609,0.0 
 07/16  08:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,451088.7949691705,0.0,9407.444141163323,632622.0225699604,0.0 
 07/16  09:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,546675.324129151,0.0,10570.489754597553,632692.4850861147,0.0 
 07/16  10:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,650032.5098081911,0.0,11589.74540947954,632780.8965616381,0.0 
 07/16  11:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,723899.0097339569,0.0,12093.954281487095,632845.0519567747,0.0 
 07/16  12:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,767872.8903400281,0.0,12256.27548638755,632886.8234519796,0.0 
 07/16  13:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,806691.5737635659,0.0,12413.058743068663,632931.6992054074,0.0 
 07/16  14:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,816047.4076496982,0.0,12261.86516017518,632942.272047612,0.0 
 07/16  15:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,790951.3809302701,0.0,12022.746402766003,632905.0656364108,0.0 
 07/16  16:00:00,244072.75646705893,945227.220499701,517819.77295707946,112231.96815452763,0.0,828889.7664604234,0.0,12933.307757549592,632875.0195149306,0.0 
 07/16  17:00:00,244072.75646705893,945227.220499701,0.0,115698.18917735534,0.0,903250.5430367512,0.0,14570.114951805634,632836.0293850377,0.0 
 07/16  18:00:00,244072.75646705893,945227.220499701,172606.59098569315,113498.93856942501,0.0,684798.6788316879,0.0,11528.13321250181,632750.5945831172,0.0 
 07/16  19:00:00,244072.75646705893,945227.220499701,517819.77295707946,110898.06052860241,0.0,480997.1190072909,0.0,8510.294613932636,632666.0163630334,0.0 
 07/16  20:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,417477.56380938506,0.0,7726.7238289752495,632636.7001904503,0.0 
 07/16  21:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,393304.004662939,0.0,7444.878358696706,632634.0916974627,0.0 
 07/16  22:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,374105.8179182793,0.0,7144.220404217737,632630.90472104,0.0 
 07/16  23:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,355352.5662320934,0.0,6862.913615047726,632619.9569783964,0.0 
 07/16  24:00:00,244072.75646705893,945227.220499701,0.0,110785.63290393612,0.0,335927.9946514004,0.0,6617.315261449823,632605.1897727926,0.0 
 07/17  01:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,314948.6397380681,0.0,6357.489360428621,632590.3702573347,0.0 
 07/17  02:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,300043.5785527375,0.0,6180.300176679718,632587.940858423,0.0 
 07/17  03:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,294403.8602472514,0.0,6074.188998343864,632595.758392321,0.0 
 07/17  04:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,292016.0497502606,0.0,5972.477693836159,632603.6761024867,0.0 
 07/17  05:00:00,244072.75646705893,1260302.960666268,0.0,110785.63290393612,0.0,304126.68870274106,0.0,6141.79601427938,632611.0812185542,0.0 
 07/17  06:00:00,488145.51293411787,1260302.960666268,0.0,110785.63290393612,0.0,326063.0104539288,0.0,6500.111462453741,632617.9798371647,0.0 
 07/17  07:00:00,488145.51293411787,1260302.960666268,819881.3071820425,110785.63290393612,1861501.625127726,348103.10721139243,0.0,6852.874461995489,632624.7433061741,0.0 
 07/17  08:00:00,1464436.5388023537,1260302.960666268,345213.1819713863,110785.63290393612,0.0,381231.4337250759,0.0,7402.331155921776,632634.8390218824,0.0 
 07/17  09:00:00,4393309.616407061,2835681.661499103,86303.29549284658,115957.23897330502,0.0,557504.1364242127,0.0,10604.303097864777,632656.6299869195,0.0 
 07/17  10:00:00,4393309.616407061,2835681.661499103,0.0,129927.01330924829,0.0,974464.2221906768,0.0,18138.07019722802,632702.5818483215,0.0 
 07/17  11:00:00,4393309.616407061,2835681.661499103,0.0,147317.05316033028,0.0,1503482.357429937,0.0,27212.056050423605,632788.8851543772,0.0 
 07/17  12:00:00,4393309.616407061,2835681.661499103,0.0,162960.69147193825,0.0,2086614.1263195425,0.0,36272.80558130462,632905.323260555,0.0 
 07/17  13:00:00,4393309.616407061,2520605.921332536,0.0,163846.38083123835,0.0,2351845.1213729917,0.0,40170.00158078342,632988.5007643452,0.0 
 07/17  14:00:00,4393309.616407061,2835681.661499103,0.0,212671.85211804276,0.0,2493508.2946205814,0.0,57678.60891653988,633044.5091416455,0.0 
 07/17  15:00:00,4393309.616407061,2835681.661499103,0.0,266843.1189446053,0.0,2493508.2946205814,0.0,71621.35397303573,633074.7850677232,0.0 
 07/17  16:00:00,4393309.616407061,2835681.661499103,0.0,312706.131207924,0.0,2536188.8270825082,0.0,82353.58828211906,633115.3226436587,0.0 
 07/17  17:00:00,4393309.616407061,2835681.661499103,0.0,339306.4505258443,0.0,2517116.0691207093,0.0,81016.39915829476,633075.4984787689,0.0 
 07/17  18:00:00,3417018.5905388244,2520605.921332536,0.0,276476.5322525773,0.0,2493508.2946205814,0.0,60218.09010542392,632957.0240936872,0.0 
 07/17  19:00:00,2440727.5646705893,1890454.440999402,0.0,187805.77109177655,0.0,1777528.8441904169,0.0,33922.32004595368,632767.9905437485,0.0 
 07/17  20:00:00,2440727.5646705893,1890454.440999402,0.0,143827.0880518284,0.0,892060.7666453882,0.0,18178.778998671216,632622.1675068833,0.0 
 07/17  21:00:00,1464436.5388023537,1575378.7008328347,0.0,115126.79144077952,0.0,366061.00103294983,0.0,7505.577252220173,632597.9978144765,0.0 
 07/17  22:00:00,1464436.5388023537,1575378.7008328347,863032.9549284658,112653.24402795824,0.0,278522.7799286236,0.0,5733.852508067422,632589.9722870024,0.0 
